,March_1,March_2,April,May,Week46,Week47 ,Week48,Week49,Week50,Week51,Week52,Week53
594,0,0.557384331,0.55373941,0,0,0,0,0,0,0,0,0
595,0.208386266,0.350209416,0.342749325,0.185385778,0,0,0,0,0,0,0,0.149783628
596,0,0,0,0,0,0,0,0,0,0,0,0
597,0.626110616,0.700102509,0.671578833,0.635121722,0.618365644,0.618365644,0.618365644,0,0,0,0,0.618365644
598,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0,0,0,0
601,0,0,0,0,0,0,0,0,0,0,0,0
602,0,0.2160063,0.2160063,0,0,0,0,0,0,0,0,0
603,0,0.141826953,0.057870306,0.038731086,0,0,0,0,0,0,0,0
604,0,0,0,0,0,0,0,0,0,0,0,0
605,0,0,0,0,0,0,0,0,0,0,0,0
606,0,0,0,0,0,0,0,0,0,0,0,0
607,0.743517647,0.8350095,0.8350095,0.8350095,0.361177887,0.361177887,0.361177887,0.361177887,0.361177887,0.361177887,0.361177887,0.361177887
608,0.629334793,0.791406138,0.669642624,0.629334793,0,0,0,0,0,0,0,0.629334793
609,0,0,0,0,0,0,0,0,0,0,0,0
610,0,0.618188,0.618188,0,0,0,0,0,0,0,0,0
611,0,0,0,0,0,0,0,0,0,0,0,0
612,0,0.718243927,0.718243927,0,0,0,0,0,0,0,0,0
613,0,0.747307361,0,0,0,0,0,0,0,0,0,0
614,0,0.021984236,0.021984236,0,0,0,0,0,0,0,0,0
615,0,0,0,0,0,0,0,0,0,0,0,0
616,0,0.018779008,0.018779008,0,0,0,0,0,0,0,0,0
617,0,0.424242987,0.424242987,0,0,0,0,0,0,0,0,0
618,0,0.764366012,0.764366012,0,0,0,0,0,0,0,0,0
619,0,0.751617641,0.750049666,0,0,0,0,0,0,0,0,0
620,0,0.267625028,0.201289387,0,0,0,0,0,0,0,0,0
621,0,0.551523182,0.551523182,0,0,0,0,0,0,0,0,0
622,0,0.6352941,0.6352941,0,0,0,0,0,0,0,0,0
623,0,0.7385519,0.7385519,0,0,0,0,0,0,0,0,0
624,0,0.201787822,0.196771595,0,0,0,0,0,0,0,0,0
625,0,0,0,0,0,0,0,0,0,0,0,0
626,0,0.612041895,0.605875196,0,0,0,0,0,0,0,0,0
627,0.199306147,0.325085576,0.317714861,0.174861826,0,0,0,0,0,0,0,0.133260947
628,0,0,0,0,0,0,0,0,0,0,0,0
629,0.582248117,0.675732328,0.632917765,0.604750647,0,0,0,0,0,0,0,0.575531907
630,0,0,0,0,0,0,0,0,0,0,0,0
631,0,0,0,0,0,0,0,0,0,0,0,0
632,0,0,0,0,0,0,0,0,0,0,0,0
633,0,0,0,0,0,0,0,0,0,0,0,0
634,0,0.2160063,0.2160063,0,0,0,0,0,0,0,0,0
635,0,0.146127685,0.049181854,0.030065322,0,0,0,0,0,0,0,0
636,0,0,0,0,0,0,0,0,0,0,0,0
637,0,0,0,0,0,0,0,0,0,0,0,0
638,0,0,0,0,0,0,0,0,0,0,0,0
639,0.617929307,0.8350095,0.8350095,0.8350095,0.424073985,0.424073985,0.424073985,0.424073985,0.424073985,0.424073985,0.424073985,0.424073985
640,0.616901853,0.802372802,0.649885927,0.616901853,0,0,0,0,0,0,0,0.616901853
